text,stereotype,baseline_pred,baseline_prob1,context_pred,context_prob1,baseline_correct,context_correct,verdict
"Que me podéis decir sobre esto :Es alucinante, casi 7000 inmigrantes en el listado, con una paga alucinante, que nadie tendremos en la jubilación, a pesar de trabajar 40 Años. Difundirlo si os parece bien, se tiene que enterar muchísima gente, algo hay que hacer.",1,0,0.08784229308366776,1,0.574682891368866,0,1,context_wins
"No necesito bulos para odiar a la gente, inmigrantes o españoles, a todos por igual",0,0,0.016848988831043243,0,0.16816987097263336,1,1,tie
"Qué bien que siga creciendo. Para contar cosas como esta:
Españoles o inmigrantes: las cifras reales de quién recibe más ayudas al alquiler URL",0,0,0.0023827494587749243,0,0.20968051254749298,1,1,tie
Han llegado a España mas del 70% de los inmigrantes recibidos en toda Europa en este último año. Hala a desmentir eso.,1,1,0.8993244767189026,1,0.5497496724128723,1,1,tie
"Segun ese articulo, un 10% de residentes en españa (inmigrantes), reciben del 40 al 50% de las ayudas.

Todo muy normal.",1,0,0.01967177912592888,0,0.10804085433483124,0,0,tie
¿Y si empiezas demostrando que ese porcentaje es real? Porque los datos de Eurostat llegan hasta 2016 y no concuerdan con ese 70%: URL,0,0,0.0014012708561494946,0,0.02350795455276966,1,1,tie
"Según el INE de 2010 ya éramos el 2º País Europeo con mas inmigrantes (y mas en % sobre población). Ahora Alemania nos manda los que no quiere, Francia nos los deja en la frontera y el OPEN ARMS tiene barra libre en nuestros puertos (cuando se cierran en toda Europa). ¿miento? URL",1,1,0.990483283996582,0,0.3911936581134796,1,0,baseline_wins
"Lo del ""español"" que ha matado a su hermana en Viena es un bulo? Es un bulo que es uno de esos tan maltratados inmigrantes que se vieron premiados con una nacionalidad española que ahora ARRASTRAN por los suelos de Europa? Maldito bulo, eh?",1,1,0.9968557357788086,1,0.8839235901832581,1,1,tie
"Nadie se puede oponer al Plan Kalergi. La inmigración ilegal a la fuerza, obligatoria, sin consenso y sin preguntar al pueblo. Todo muy democrático. Solilaridad obligatoria y dirigida.",1,1,0.9474340081214905,1,0.6330453157424927,1,1,tie
"No te preocupes, peor están en lo países de los que vienen. Tu dura y fría y cruda  realidad es un paraíso para estas personas.",1,1,0.7813302278518677,0,0.46415260434150696,1,0,baseline_wins
"que tal si empezais por enseñar en plan barrio sesamo lo que es:
emigrante, migrante, inmigrante
que parece que a los periodistas, carrera de letras, se les olvido la ultilidad de la E y la I URL",0,0,0.029377957805991173,0,0.22341011464595795,1,1,tie
"Dijiste que ""han LLEGADO a España más del 70% de los inmigrantes recibidos en toda Europa en este último año"". Las cifras de inmigración de Eurostat no concuerdan. Quizá querías decir algo distinto. Poner capturas (de 2010) sin enlaces no es mucho refrendo.",0,0,0.0034353258088231087,0,0.07987130433320999,1,1,tie
La culpa la tienen gobiernos como éste y el de Zapatero!,0,0,0.0005827353452332318,0,0.011788835749030113,1,1,tie
Gracias por luchar contra la desinformación 👩‍🔧👩‍🔧 No compartir es clave!,0,0,0.0012293403269723058,0,0.0122321592643857,1,1,tie
"Visto que la población europea es la mitad que la de las de las dos zonas de donde vienen los inmigrantes, ¿os  parecería razonable establecer un tope máximo de admisión de emigrantes en Europa?? URL",1,0,0.282257616519928,0,0.45348259806632996,0,0,tie
"Anda.....informaréis sobre los casos de abusos de menores de intermon oxfan???......seguro que no.....son ellos los que os pagan......ya sabemos  el tipo de información que ofreceremos.....gracias pero no me interesa

#StopInmigracionIlegal
#StopMafiasInmigracionIlegal",0,0,0.09148874133825302,0,0.23545366525650024,1,1,tie
"**Es alucinante, casi 7000 inmigrantes en el listado, con una paga alucinante, que nadie tendremos en la jubilación, a pesar de trabajar 40 Años. Difundirlo si os parece bien, se tiene que enterar muchísima gente, algo hay que hacer.**
URGENTE:",1,0,0.15761417150497437,1,0.7160385847091675,0,1,context_wins
"Pasar a todos los contactos posibles..
Se está ocultando o se dan datos disminuidos... están entrando millares de nigerianos (o negros) y musulmanes violentamente en nuestras fronteras del sur de España.",1,1,0.9996687173843384,1,0.9702643752098083,1,1,tie
Lo que es absolutamente cierto es que ya hay más ignorantes que personas con criterio compartiendo estas noticias falsas.,0,0,0.0006524175405502319,0,0.02002459205687046,1,1,tie
De bulos nada..,1,0,0.05387464910745621,0,0.19475151598453522,0,0,tie
"Si por lo menos dijesen alemanes o franceses, tendría un pase",0,0,0.01645873486995697,1,0.5083580613136292,1,0,baseline_wins
Solo hay que esperar lo suficiente. Aquí seguimos centrados en lo importante. URL,1,0,0.004246754106134176,0,0.11827930808067322,0,0,tie
"La última vez que estuve en Fuerteventura, más marroquies que maxoreros no creo pero gallegos, ahí, ahí.",0,0,0.3146195411682129,0,0.39328432083129883,1,1,tie
"Espero y deseo que las personas que han hecho esto, tengan tiempo de reflexionar sobre ello en la cárcel. Algún día ellos saldrán de prisión, pero ese chico ya no estará más entre nosotros. Vaya desde aquí mi condena por esto. Un saludo.",0,0,0.004369908943772316,0,0.28635963797569275,1,1,tie
A ver si os informáis que llevan 13 detenidos URL,0,0,0.0013417068403214216,0,0.337365984916687,1,1,tie
¿Pero no se detuvo a 13 personas? ¿En qué quedamos?,0,0,0.0029031094163656235,0,0.4672224223613739,1,1,tie
Y a que esperáis????,0,0,0.231558695435524,0,0.22598989307880402,1,1,tie
¿En la madrugada del sábado al domingo?.,0,0,0.0022480387706309557,0,0.12532152235507965,1,1,tie
No había 13 detenidos???? Y los dos policías de Madrid q agredieron a una pareja de esos sabéis algo o tampoco??? Solo os dais prisa xa desahuciar a abuelas y niños???,0,0,0.004491829313337803,0,0.4511999487876892,1,1,tie
Algunos medios de desinformación lo están desmintiendo ahora. Gracias por informar. Ojalá se detenga pronto a los culpables.,0,0,0.0010220360709354281,0,0.04772263392806053,1,1,tie
Y con respecto a esto se sabe algo? URL,0,0,0.0010944448877125978,0,0.11309342086315155,1,1,tie
"Estarían hasta arriba de droga, a saber que les vendería el camello de turno.  ASCO A LA MALDITA DROGA QUE DESTROZA FAMILIAS!",0,1,0.9936985969543457,1,0.6978383660316467,0,0,tie
pues bro hazte tu policia y agilizas las cosas no te jode sera que no hay cientos de denuncias al dia en cada cuidad..... la cosa es quejarse,0,0,0.02592872641980648,0,0.1454448103904724,1,1,tie
Como es eso posible cuando lleva rimando 1 Video 3 días??? En que se ve a la gente que patea y se puede identificar a gente que estaba allí??,0,1,0.8680644631385803,1,0.8112851977348328,0,0,tie
"La policía es la que los tiene que detener, como que se informen Dios 😂. Vaya gilipollez más grande.",0,0,0.0063229394145309925,0,0.08719968795776367,1,1,tie
"Anunciar como ""Última hora"" que no tenéis nada es como para que den un premio a vuestro community manager.
Ejemplo gráfico:
ÚLTIMA HORA: Esta mañana aún no he salido de la cama.",0,0,0.0010914936428889632,0,0.07217665016651154,1,1,tie
"hola, muy buen día, espero no te moleste mi spam pero quería pedirte lo más amable posible que votes por kill my mind, es la segunda, al menos dime sí sí votaste o no porfavor:( y gracias &lt;33 URL",0,0,0.003204883309081197,0,0.01514355931431055,1,1,tie
A por ellos. Ese crimen atroz y sin sentido no puede quedar impune.,0,0,0.025599412620067596,0,0.1805151402950287,1,1,tie
"Cómo es posible que haya identificados varios asesinos fugados y no se esté distribuyendo su identidad e imágenes para localizarlos con ayuda d la colaboración ciudadana?

Está poniendo en peligro la @user a los ciudadanos protegiendo a asesinos fugados ocultando su identidad?",0,1,0.9993546605110168,1,0.9198684692382812,0,0,tie
Vamos policía 💪a por ellos y que acaben entre rejas Ya. Le estáis dando mucho tiempo para que planeen su defensa,0,1,0.9492303729057312,1,0.7347056865692139,0,0,tie
La Provincia ha detenido 13 personas? URL,0,0,0.001315424800850451,0,0.14764909446239471,1,1,tie
Entonces lo que ha salido en los medios? Se les ha interrogado y puesto en libertad? Se supone que hay imágenes de estas bestias y que han sido identificadas también con el D.N.I?,0,0,0.45954838395118713,1,0.5433627963066101,1,0,baseline_wins
Si la víctima fuese uno de la ultraderecha ya estaría buscando hasta debajo de las piedras.,0,0,0.0601268969476223,0,0.39979714155197144,1,1,tie
"Justo lo que estas haciendo tú con ese comentario de mierda no? Pues para quejarte sin aportar, aparta.",0,0,0.003995449747890234,0,0.01285596378147602,1,1,tie
"Según las declaraciones de sus acompañantes, el primero que lo agredió lo dejó tirado en el suelo ya herido. A los 5 minutos volvió con sus amiguitos a terminar el trabajo. Espero que en la cárcel les hagan salir del armario, por fin, y a empujones.",0,0,0.010633672587573528,1,0.7603710889816284,1,0,baseline_wins
"Última hora no hemos detenido a nadie, me voy al bar a desayunar URL",0,0,0.02250831015408039,0,0.30914774537086487,1,1,tie
yo no me quejo de nada el llorica eres tu que quieres que se priorizen los casos que tu consideras sin nisiquiera tener ni putisima idea de ser policia,0,0,0.0008690626127645373,0,0.021428193897008896,1,1,tie
"Hola,  hay alguien ahí?",0,0,0.012472649104893208,0,0.12463033199310303,1,1,tie
"La verdad es que no sé qué queréis que hagan!!!
Si informan, mal. Si no informan, peor.
Francamente, no lo entiendo.
Será porque nunca he tenido problemas con la policía y las pocas veces que les he necesitado, han cumplido.",0,0,0.0006240297225303948,0,0.09351187199354172,1,1,tie
Exáctamente lo mismo que Ivan Maqueda Encinas.... La que te tienes que informar un pelín eres tú,0,0,0.0011495540384203196,0,0.06011034920811653,1,1,tie
"Pues vaya Kaka de policía Nacional aún teniendo evidencia documentada y testigos.......

De las balas de Marlaska e Iglesias se sabe algo???????",0,0,0.0006944451597519219,0,0.06476401537656784,1,1,tie
"Cuando se confirme todo, nos gustaría saber la nacionalidad de los agresores y el tipo de crimen.",0,0,0.16196975111961365,0,0.1583990752696991,1,1,tie
"Hasta donde leí el artículo menciona que han sido llevadas hasta trece personas a declarar, pero no han sido detenidas... Ojalá todo se resuelva muy pronto.",0,0,0.0009277667268179357,0,0.03851978853344917,1,1,tie
Pobre chico....no hay derecho ...D.E.P❤️💚♥️,0,0,0.004786412697285414,0,0.13511289656162262,1,1,tie
"ya sabes, la gente le tiene que sacar la punta a todo, si no, no son felices.",0,0,0.004005932714790106,0,0.04391360282897949,1,1,tie
Es triste que en lugar de evolucionar hay individuos que involucionan. La violencia es hija de la ignorancia.,0,0,0.0009520815801806748,0,0.058475054800510406,1,1,tie
"¿Muerte? ¿Es que le dio un infarto? ASESINATO.
Empecemos por llamar a las cosas por su nombre.
Y si realmente las cámaras de la zona lo han grabado todo ya estáis tardando en arrestarlos, que por lo que se dice son una docena de ninis de Elviña no Pablo Escobar y sus secuaces",0,0,0.0018144878558814526,0,0.40111130475997925,1,1,tie
"Vamos a dejar bien claro lo que no queréis poner vosotros: Asesinato homófobo. No se que parte de 'O PARAS DE GRABAR O TE MATO, MARICÓN.'  no entendéis.",0,0,0.34505370259284973,0,0.0991864874958992,1,1,tie
"Ahora en la carcel os van a hacer lo q tanto odiabais que le hicieran a ese chaval, sinverguenzas",0,0,0.026264214888215065,0,0.17508678138256073,1,1,tie
"De que vídeo hablas?
Para ser el_informator estás bastante desinformado.
O quizás confundes Galicia con Catalunya",0,0,0.002739908406510949,0,0.01858634129166603,1,1,tie
"Efectivamente, he confundido el lugar",0,0,0.01680385135114193,0,0.047760091722011566,1,1,tie
Asesinato***,0,0,0.01958351582288742,0,0.21674798429012299,1,1,tie
Ojalá se encuentre pronto a las personas que han cometido el sesinato. ¡Ánimo!,0,0,0.01674499548971653,1,0.6003617644309998,1,0,baseline_wins
"Le estás diciendo a la propia policía, quién está investigando y la encargada de detener, que se informe bien????????",0,0,0.02478569746017456,0,0.03586588799953461,1,1,tie
"No sé lo que imaginas cuando lees un tuit de la cuenta de la policía: son cms, la inmensa mayoría no agentes, no están al tanto de las investigaciones, los mensajes los redacta un equipo de comunicación.",0,0,0.0006313505582511425,0,0.014536679722368717,1,1,tie
"Espero que los asesinos salgan a la luz y se pudran en la cárcel.

Que no pase como con los autores de los sobres con balas, del ataque a la sede de Podemos Cartagena o del 11M.

Queremos verdad y justicia.",0,0,0.0005683470517396927,0,0.07476222515106201,1,1,tie
Detened a esos malnacidos y cobardes. Porque no son otra cosa. Y ojalá se sepan sus nombres y sus caras pronto,0,1,0.9994113445281982,1,0.9528236389160156,0,0,tie
"Y se lo inventan, claro. No reciben información sobre aquello que publican.",0,0,0.0014171806396916509,0,0.011426765471696854,1,1,tie
Fue en la madrugada del Viernes al Sábado!,0,0,0.0014525059377774596,0,0.14467209577560425,1,1,tie
"Espero que pilléis, de verdad, a esos hijos de puta, y no queden libres en tres días. Por desgracia en este, nuestro maravilloso país, estamos acostumbrados a cosas peores...",0,0,0.20683076977729797,1,0.793330729007721,1,0,baseline_wins
"Precisamente al que les interesa la nacionalidad de los delincuentes, y la ocultan o no según sus intereses, es a la izquierda 🤣👋",0,1,0.9968012571334839,0,0.041279517114162445,0,1,context_wins
"No es la muerte de un Coruñés, es el asesinato de un chaval de 24 años.",0,0,0.0008121592691168189,0,0.052060551941394806,1,1,tie
"Será posible que no hubiera por ahí nadie que parara esa salvajada, que clase de solidaridad es esa de mirar para otro lado, la solidaridad y la condena vienen cuando ya no hay nada que hacer.
Pena de juventud de mierda que estamos alimentando.",0,0,0.0010929752606898546,0,0.2150399386882782,1,1,tie
Y quienes han sido? Porqué no decís de donde son?,0,0,0.0017748525133356452,0,0.08863719552755356,1,1,tie
Hay que frenar todo tipo de violencia! Me entristecen el alma este tipo de noticias 😞,0,0,0.001961604692041874,0,0.06642226129770279,1,1,tie
"Estaría bien verles las caras a semejantes asesinos , cuando se verifique todo .",0,1,0.8918631672859192,1,0.6276811361312866,0,0,tie
Pues ya van tarde 😡,0,0,0.004962942097336054,0,0.14421327412128448,1,1,tie
Espero que puedan detener cuanto antes a los autores de este asesinato cobarde.,0,0,0.03784015402197838,0,0.1923763006925583,1,1,tie
"Claro!!!, vamos a decirlo, que ya los tienen, y de camino que escapen👍👍👍👍👍👍.
En este pais la sesera es corta, desde el asesino/s, hasta los que piden 🙄🙄🙄🙄.
Hay trampas que no se pueden desvelar, y asi hacer que el asesino/s, se confien.. Luego vienen los zascas....",0,1,0.9987416863441467,1,0.9526038765907288,0,0,tie
"La homofobia es delito, pero el odio de mas de un tweet hacia la policia, que tambien son personas, no magos... Tambien son delitos.
Si tanto criticais, hala!!!, manos a la obra, buscad 🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️",0,0,0.020149946212768555,0,0.10204117000102997,1,1,tie
"Hasta las próximas elecciones no habrá otro ""Última hora"" al respecto",0,0,0.0006581693887710571,0,0.011391334235668182,1,1,tie
Para anunciar que siguen investigando,0,0,0.006024983245879412,0,0.022967707365751266,1,1,tie
"Que ganas de llorar, que le quiten la vida así, a una persona buena",0,0,0.0012504792539402843,0,0.13983386754989624,1,1,tie
"Esperemos que los que propinaron la fatal paliza no sea hijo o amigo del “cuerpo”, sinó quedará como otro caso de autolesiones y todos libres",0,0,0.0617249496281147,0,0.38308531045913696,1,1,tie
"Pues llamarme loco,pero teniendo un video y pruebas yo los metia a los 13 en la carcel toda su puta vida",0,0,0.0012177611934021115,0,0.2353072166442871,1,1,tie
Espero que haya más suerte que cuando buscasteis al que mandaba balas a @user,0,0,0.042275313287973404,0,0.13885581493377686,1,1,tie
"Seguro que los tienen localizados , vigilados y esperan a que alguien la cague y así tener más pruebas.",0,1,0.6484971046447754,1,0.9237021207809448,0,0,tie
Que realidad tan triste 😢,0,0,0.0019302682485431433,0,0.052576933056116104,1,1,tie
Es inaceptable. Inaceptable. Endurezcamos las penas ya. No podemos permitir violencia de ningún tipo y menos cuando ésta termina con la vida de otr@. Es imperdonable.,0,1,0.9864872097969055,1,0.6476828455924988,0,0,tie
"Estarán poco tiempo en la cárcel, con suerte hasta se librarán de prision",0,0,0.004545395262539387,0,0.10638120025396347,1,1,tie
"Revisad todas las cámaras de seguridad, no solo las públicas sino también las privadas. Siempre hay algo, solo hay que fijarse bien en cada detalle.",0,0,0.026105819270014763,0,0.04664406180381775,1,1,tie
"Y porque no les detienen, si que es extraño, pobre la familia de chaval, las desgracias que hay que ver y seguiremos viendo porque nunca se hace nada por los inocentes.",0,0,0.00692536449059844,0,0.24368885159492493,1,1,tie
Ojalá que los cojan,0,0,0.0011531305499374866,0,0.3070477843284607,1,1,tie
"Lo peor de todo es que sabrán quienes son y no dan la cara... Pero si fueron cobardes para matar a 1 entre 13, como no van a ser cobardes para entregarse 🤬🤬🤬",0,0,0.15513327717781067,1,0.6420404314994812,1,0,baseline_wins
Buenas noches @user ¿me podría informar de la razón de uso de fuerza desmesurada por los agentes con número de identificación: 1U1O24 y 1U1021?,0,0,0.002509402809664607,0,0.11420561373233795,1,1,tie
"La Coz de Galicia más que informar, desinforma.
Incluso hay gabinetes de prensa de TSJ, que válgame Dios.
A la prensa le interesa la carnaza con tal de plantar un titular y le filtran informaciones desde dentro de la poli o Juzgados que válgame Dios y también de avogadillos...",0,0,0.0006394885131157935,0,0.029284730553627014,1,1,tie
"Ahora en Madrid se ponen a manifestarse contra Ayuso por algo que ha sucedido en Galicia, tócate los pilindengues... 🤦🏻‍♂️
Como los ‘progres chupiguays’ hagan que vuelva a triunfar la izquierda, apaga y vamonos",0,0,0.0011109960032626987,0,0.04143940284848213,1,1,tie
"Si la víctima fuera un cayetano ya hubierais removido cielo y tierra, ineptos.",0,0,0.0008959469269029796,0,0.21868665516376495,1,1,tie
Vivimos en un país donde puedes golpear a una persona hasta matarla sin que hagáis ni tan siquiera una detención.,0,0,0.32241547107696533,0,0.4872291088104248,1,1,tie
Voy a ser yo el que os pida perdón por la cantidad de inútiles que no agradecen el trabajo que haceis por nosotros,0,0,0.011254888027906418,0,0.11660546064376831,1,1,tie
"Y encima pixelan las imágenes de las palizas ,si los vemos podremos denuncia si no ,no podemos  ayudar a la policía",0,0,0.02081223390996456,1,0.6884318590164185,1,0,baseline_wins
Buenos días @user ¿me podría informar de la razón de uso de fuerza desmesurada por los agentes con número de identificación: 1U1O24 y 1U1021?,0,0,0.0029527912847697735,0,0.12193605303764343,1,1,tie
"Pues espero se sucedan pronto.
Un crimen tan atroz no puede quedar impune",0,0,0.006254356820136309,0,0.22295278310775757,1,1,tie
"Tienes suerte. Los negocios deben pagarse su seguridad privada porque no se sienten protegidos por ejemplo. A ciertas horas no vayas por determinados sitios. Ah, que no es la poli. Ya... si avisas porque se incumplen la ley en tu calle y te molesta... no hay personal suficiente!",0,1,0.5171567797660828,0,0.315861314535141,0,1,context_wins
"Desgraciadamente así será. Y en la cárcel se harán peores, me temo.",0,0,0.0009118406451307237,0,0.050308600068092346,1,1,tie
"La chica que acompañaba a Samuel manifestó que, en ese momento, uno de los jóvenes le pegó un puñetazo muy fuerte. ""El vídeo se bloqueó, pero el audio seguía sonando. Sólo escuchaba los golpes y a la joven gritar: '¡déjalo, es mi amigo, por favor, déjalo!'""",0,1,0.6542278528213501,1,0.6993981599807739,0,0,tie
"Hasta el momento hay 13 detenidos por su presunta relación con los hechos, que pudieron ser identificados por haber dejado sus datos en la discoteca, y por las cámaras de varios establecimientos cercanos que grabaron la agresión.",0,0,0.009168651886284351,0,0.14168746769428253,1,1,tie
"Las palabras homófobas pronunciadas por uno de los agresores, han provocados numerosas reacciones de condena bajo el hashtag #justiciaparasamuel",0,0,0.003999725449830294,0,0.03370501101016998,1,1,tie
"En relación a la brutal agresión que provocó la muerte de Samuel, la Policía Nacional, en su cuenta de Twitter, informa que la investigación continúa abierta, aunque no se han realizado detenciones hasta el momento.
URL",0,0,0.017085768282413483,0,0.09620649367570877,1,1,tie
"Son sus costumbres no discriminen (ironía on)

Mejor no expreso mi opinión de lo que habría que hacer con el mena en cuestión. Pero más o menos lo resume la ley del Talión.",1,1,0.8993778824806213,0,0.44380825757980347,1,0,baseline_wins
Los menas a sus países,1,1,0.9993879795074463,1,0.9768460988998413,1,1,tie
Qué raro 🧐 si son Angelitos 🥱,1,0,0.003656469751149416,0,0.1981578916311264,0,0,tie
La multicultura,0,0,0.032835207879543304,0,0.1634536236524582,1,1,tie
"Los menas si les dieran el voto, votarían izquierda.",0,0,0.0016038899775594473,0,0.15773366391658783,1,1,tie
"Es su cultura
Es enriquecimiento cultural
Vienen a integrarse
¿Más disculpas?",1,1,0.9938076138496399,1,0.8627846837043762,1,1,tie
Ese es el plan,0,0,0.005953546147793531,0,0.028827954083681107,1,1,tie
No si al final los menas y algunos inmigrantes de la misma calaña va a resultar que son el problema de la homofobia y los maltratos en España ...,1,1,0.996203601360321,1,0.7664031982421875,1,1,tie
Lo siento por el chaval....,0,0,0.0013502229703590274,0,0.11630914360284805,1,1,tie
"Lo dudas, son votos a la izquierda. Ayudita = voto",1,0,0.0018770652823150158,0,0.014891275204718113,0,0,tie
"Usando la misma lógica de los pudremitas: ""la culpa es de @user que le ha dado cobertura ideológica y política a esta agresión al promover la inmigración de MENAS y minimizar su impacto al tratarlo de niños"" o algo así hacen con VOX, solo que en caso de @user es cierto.",0,1,0.9953935146331787,0,0.4908333122730255,0,1,context_wins
¿ Homosexuales? Es más fácil llamarlos como la Fiscal General del Estado URL,0,0,0.004814532119780779,0,0.14206913113594055,1,1,tie
"Es que van provocando ,dicho por los socialistas  , teneis a vuestro enemigo en el gobierno no en vox",0,0,0.0006744838901795447,0,0.040808964520692825,1,1,tie
Dios nunca hizo LGBT. Son inventadas y manipuladas de SATANICAS,0,0,0.00525602838024497,0,0.12532971799373627,1,1,tie
¿dónde están tus hastags?,0,0,0.0019283529836684465,0,0.13852886855602264,1,1,tie
Para cuando el especial debate en la sexta...🤔🤔🤔🤔..aun estoy esperando el de los masteres falsos...🤔🤔🤔🤔,0,0,0.001832689973525703,0,0.0971696749329567,1,1,tie
"Pobre chaval, hemos pasado de vivir en un país libre a una dictadura de izquierdas con invasores medievales bienvenidos por la extrema izquierda. Espero que se recupere y al pagapensiones espero que se lo coma un grupo de cerdos",1,1,0.8167613744735718,1,0.5780596733093262,1,1,tie
Hay que proteger a la infancia,0,0,0.06015508994460106,0,0.3233757019042969,1,1,tie
"Vaya, los Menas y los Gays no son compatibles??
Las feministas y los Gays tampoco??
Haber #IrenaMontera
Y ahora que? 🤔",0,0,0.0011717678280547261,0,0.05579836294054985,1,1,tie
Otra jornada lgtbhijk organizada por musulmanes.,0,1,0.9566540122032166,1,0.7160869836807251,0,0,tie
"Rojos llamándonos fascistas por denunciar esto en tres, dos , uno..,",0,0,0.0033642598427832127,0,0.10793373733758926,1,1,tie
"Ufffff entonces, si es un MENA, ¿lo podemos llamar fascista?",0,0,0.005024161655455828,0,0.09742166846990585,1,1,tie
Otro de vox,0,0,0.009959807619452477,0,0.1710750013589859,1,1,tie
Españabola Crack,0,0,0.008147742599248886,0,0.22897444665431976,1,1,tie
Y la culpa no es de vox?,0,0,0.0004144348204135895,0,0.04904048144817352,1,1,tie
Sorprendido me quedo,0,0,0.0024227683898061514,0,0.03249787911772728,1,1,tie
"No dudo que pueda ser verdad porque ha pasado ya muchas veces, pero ¿PONDRÉIS ALGUNA VEZ LA FUENTE o una referencia de la noticia?",0,0,0.0007034111768007278,0,0.019289251416921616,1,1,tie
¿alguna manifestación de repulsa o esta vez también seguireis calladitos para no ofender y respetar las costumbres del mena?,0,1,0.9942744374275208,1,0.5234769582748413,0,0,tie
"Habrá que ver la respuesta del Ministerio de Igualdad, y la argumentación que usen, para culpar a la extrema derecha.",0,0,0.00111661187838763,0,0.029716188088059425,1,1,tie
"La asquerosa equidistancia de la
progrHez apesta ….",0,0,0.0016425178619101644,0,0.0884651243686676,1,1,tie
Todo el mundo sabía que esto iba a pasar y cuántos mas sean peor lo pasarán mujeres y homosexuales.,0,1,0.956696629524231,1,0.6357848644256592,0,0,tie
"Creo, que otra fake news.",0,0,0.0010337760904803872,0,0.019411886110901833,1,1,tie
Obviamente culpa de los fachas españoles por no integrarlo.,0,0,0.004380963742733002,0,0.2480873167514801,1,1,tie
Mi apoyo para la persona agredida.,0,0,0.003111949423328042,0,0.3641607165336609,1,1,tie
"Pobre.
Encima de MENA .....le van provocando.
(Entiéndase la ironía) que maldita sea la gracia, por cierto.
Pero igual asi....algunos abren los ojos de una puta vez.",1,0,0.001469490583986044,0,0.2920377552509308,0,0,tie
Meter a espuertas y sin control radicalismo en nuestro territorio tiene y tendrá sus consecuencias,1,1,0.9991186261177063,1,0.9724728465080261,1,1,tie
Al ser MENA o los niños de las RATAS podemitas y demás MIERDAS están justificado,0,0,0.00871734507381916,1,0.6216123104095459,1,0,baseline_wins
Con la juventud de cristal que hay en España esta gente se los van a comer con patatas....,0,0,0.005503881722688675,0,0.3114321231842041,1,1,tie
Haber lo que tardan los progres en echarle la culpa a Ayuso,0,0,0.0007515835459344089,0,0.10143904387950897,1,1,tie
La ultraderecha otra vez !!! URL,0,0,0.02937561832368374,0,0.14679177105426788,1,1,tie
"Han venido para replicar sus costumbres en nuestro país y exigirnos respeto. Y nosotros, como buenos gilipollas, les  concedemos eso ¿y más que nos pidiesen, porque... Pobrecitos e  indefensos pagapensiones, ellos son así y hay que respetar sus  costumbres.",1,1,0.9996718168258667,1,0.9786278605461121,1,1,tie
Es lo que se conoce como cortocircuito progre,0,0,0.0023848789278417826,0,0.06155744567513466,1,1,tie
Un MENA de los que VOX quiere enviar a su país. Recordemos.,0,0,0.03240414336323738,1,0.8162564039230347,1,0,baseline_wins
"Cuándo en un país esto es tema de debate, señala el nivel de infección de su ""suciedad"".",0,1,0.9987610578536987,1,0.7138736248016357,0,0,tie
Es un mena de VOX seguro dxt @user,0,0,0.020008543506264687,0,0.12972281873226166,1,1,tie
Ahí se mezclan los 2 lobiess de la izquierda. Quien podrá más.,0,0,0.006789430510252714,0,0.07321327179670334,1,1,tie
Otro niño de @user,0,0,0.009480292908847332,0,0.15962375700473785,1,1,tie
"Nada que decir, son seres de luz.",1,0,0.0015712155727669597,0,0.038171954452991486,0,0,tie
"Interesante y profunda noticia, me ha gustado como han desglosado los hechos y como han reflexionado sobre ellos. Fantásticos periodistas.
Merecen un gran aplauso, en la cara.",0,0,0.0007136052590794861,0,0.021079814061522484,1,1,tie
"En la pirámide de Manslow de protegidos por los pobresistas, creo que los menas están por debajo de los trans, pero por encima de los gays, con lo cual no debemos esperar que la noticia aparezca en los telediarios del régimen, a no ser que el gay esté afiliado a algún podemismo",0,0,0.0004737696435768157,0,0.07881025224924088,1,1,tie
q carajo pintará un mena en Pontevedra...q se le habrá perdido ahí,0,0,0.0012974698329344392,0,0.20510615408420563,1,1,tie
"En Pontevedra,  pues está claro que es culpable Almeida.",0,0,0.0011885653948411345,0,0.09770862758159637,1,1,tie
"Vox tiene aquí doble filón de oro:
-le pueden votar los gays para que intente mediar en la expulsión de inmigrantes y evitar que vengan más menas.
- Le pueden votar los jenas ( jóvenes extranjeros no acompañados, menas en su momento) para que les quite los gays 🤣",0,1,0.9944444298744202,1,0.9156962037086487,0,0,tie
"Mira @user , si controlaseis un poco a los menas y no justificaseis todo lo que hacen, esto se podría haber evitado!!!",1,0,0.015830103307962418,0,0.09668605029582977,0,0,tie
"Fuente?

La de mis cojones",0,0,0.008690956048667431,0,0.14465683698654175,1,1,tie
"Hombre, el aplauso en la cara se lo han dado a ese chico. Y en unos pocos meses o años os toca a los demás de izquierdas.

Siga pensando que son de los suyos, siga. Que lo van a pasar a lo grande.",0,0,0.0011262332554906607,0,0.007945286110043526,1,1,tie
Creo que por mucho que la izquierda quiera tapar........,0,0,0.0009785151341930032,0,0.08881793916225433,1,1,tie
Haber si se manifiestan en Marruecos.,0,0,0.33657634258270264,0,0.3291330635547638,1,1,tie
Uno de supermegaultraderecha,0,0,0.006721499375998974,0,0.1293446123600006,1,1,tie
"Hay algún link, algo sobre la fuente porfa??? Les quiero dar en la carita a algunos revoltados por la noticia",0,0,0.001327716396190226,0,0.0219094417989254,1,1,tie
