comment_id,backtranslated_text
s_2783,"Hijo mío, un empleado público es una carga más que la economía productiva tiene que pagar, lo que la hace menos competitiva frente al mundo exterior, porque produce más caro, y tiene que vender más caro, por lo que vende menos, y viene en menos, lo que hace que el Estado cobre menos"
s_2784,¿Lo entiendes?
s_2785,"No, no soy un experto en economía, como la mayoría de los ciudadanos. No me falta el respeto a mí mismo, de hecho veo que usted es educado, una cosa rara que ver en estas partes. Tal vez soy yo quien no entiende completamente el liberalismo. De todos modos, buenas noches, debo dormir."
s_2786,Y eso te ha conmovido en momentos muy difíciles... si hubiera sido en una bonanza... o solo regular y sin pandemia.
s_2787,¿Estás torturando estadísticas o usando valores absolutos que son los menos mentirosos?
s_2788,"Nunca ha habido tanto desempleo en las Islas Canarias, deja de mentir."
s_2789,"== Ignorancia, regresión, retrógrado, cro-magnon ==La percepción de uno mismo como un buen progreso!"
s_2790,Una vez más ¿Lees los enlaces que pones? En este solo cuentan la historia del partido NAZI en ningún momento van a analizar su ideología y sus políticas.
s_2791,El ignorante sectario BOE. URL
s_2792,"Y te has olvidado de decir que España ha vuelto a ganar la Copa del Mundo. No puedes decir más tonterías, cuentas públicas que el gobierno no cree, estadísticas y datos tan maquillados como la CEI. Es todo una broma para los acólitos. Es una locura."
s_2793,"""Con esta disminución, la tasa de desempleo se sitúa en el 14,57%, con una reducción de 1,7 puntos porcentuales en el trimestre y al mismo nivel que en 2018"". Comparar cifras absolutas no tiene mucho sentido."
s_2794,"El caso dd Barcelona es como el dd San Sebastián, el problema es que no hay más tierra, todavía el suelo no está liberalizado, el ayuntamiento tiene su PGOU y es quien dice dónde puede estar, cómo y qué se puede construir, con el suelo liberalizado esto no sucedería."
s_2795,"Por ejemplo, en Barcdlona no hay terreno horizontal pero si es mucho vertical, el ayuntamiento prohíbe la construcción de grandes rascacielos, con el piso libre esto no sucedería y los desarrolladores podrían construir rascacielos, por lo que la oferta inmobiliaria aumentaría."
s_2796,"El número de desempleados en el tercer trimestre de 2008 asciende a 20.346.300, la tasa de actividad es del 59,95%, el número de desempleados aumenta de 217.200 a 2.598.800, y la tasa de desempleo asciende al 11,33%."
s_2797,"Mira Madrid, sólo tiene 6 de los 10 mejores hospitales públicos de España. Sólo dices tonterías sin control, de los 25 países del mundo con una mejor salud no hay uno que sea comunista, en cambio hay países extremadamente capitalistas como Singapur, Andorra, Suiza... URL"
s_2798,"Aunque la economía no funcione, los trabajadores no cobrarán nada. Venezuela tiene mucho que ver con ello, ya que en el gobierno son los que aconsejaron al gobierno de ese país y con sus políticas arruinaron al país con la mayor riqueza del mundo."
s_2799,"En Polonia y Hungría están gobernando con las políticas que VOX quiere para España, con ellas están llegando a ser los países donde hay más crecimiento, menos desempleo, más seguridad y trabajadores están recibiendo mejor salario cada día y sus condiciones de trabajo mejoran."
s_2800,"Por otro lado, las políticas de Podemos se aplican en Argentina y Venezuela, en Argentina los trabajadores son cada vez más pobres y miserables, necesitan trabajar 14 horas al día sólo para pagar alimentos y alojamiento, en Venezuela el SMI es de $2, no hay necesidad de explicar más."
s_2801,"Q produce un funcionario público... si cierran negocios, industrias, tiendas que producen y/o venden productos que lo harán por ellos, está claro que los funcionarios no estarán... aumentando el gasto estatal comprando empleos que sirven para los votos, que ya se conoce en otros lugares"
s_2802,"Mientras el gobierno central continúe con sus políticas de protección de sentadillas, de no proporcionar instalaciones y seguridad al propietario y no liberalizar la tierra, los alquileres se harán más caros cada día, en Barcelona la mano izquierda de los gobiernos de Colau y los alquileres también son muy altos."
s_2803,He sido un inmigrante que no ha oído hablar de ello. No estoy hablando de inmigrantes en general. Estoy hablando de cultura incompatible.
s_2804,"Lo que usted no ha exigido de los gobiernos anteriores corruptos, exigen de un gran ministro, incluso si te jode, lo es!. Gran desastre eres tú, que se dan cuenta de que no eres asalariado. ¿O es?"
s_2805,"Usted es un racista, porque vincula el crimen con el racismo. Porque su ignorancia engendra un argumento parcial y manipulado y vincula dos fenómenos que no tienen nada que ver con él. Es por eso que usted debe viajar o ir a alguna universidad para que le enseñen estadísticas, por lo que se curará."
s_2806,"No me vas a encerrar con tu complejo de superioridad moral, porque no sólo soy un rscista, sino que te he tenido una novia inmigrante."
s_2807,Hay Venezuela gracias a quién dices? xd
s_2808,Y trata de silenciar las estadísticas acusándolas de racistas... porque Howmsi te dicen que los negros suelen tener la polla más larga... estadísticamente es así y los chinos menos. Los asiáticos cometen menos crímenes que los marroquíes. Eso no es racismo son datos. ACOMPLEJADO.
s_2809,Averigüe de dónde viene la inflación y luego hable.
s_2810,"Está el desastre venezolano gracias a idiotas que creen en argumentos simplistas, a gobiernos ruinosos que llevan la economía al desastre y los aplauden. El imbécil que se pone la camisa roja se muere de hambre en Venecia para recibir el refrigerio en el mitin"
s_2811,"Por supuesto, los personajes y el desastre colombiano gracias a quién, usted dice?"
s_2812,Ahora deja de jugar tonterías y date un poco de agua después de la carrera. URL
s_2813,¿Así que los que no te gustan son los moretones?
s_2814,No lo crees.
s_2815,Mentirosos son los altos de la Erte
s_2816,Te digo que el ministro está mintiendo porque ella da datos de la EPA. Yo doy diferentes datos que salgo de la mierda para hacerme fresco y cuando me preguntan cuál es mi fuente digo EPA. ¿Todo está bien en casa?
s_2817,"Eso no es lo correcto, los miles de fans inútiles que hay."
s_2818,"El mérito no es su ""deseo"". El mérito es de las empresas, especialmente las PYME, y una reforma del empleo que sigue funcionando, para su pesar."
s_2819,"Interesante manera de hacer demagogia, realmente me tienen tomando notas. En medio del mayor desastre económico que ha generado algunos gobiernos y lanzando mensajes de ""recuperación justa"", interesante manera de ocultar la realidad y dar una imagen de gobierno fresco!"
s_2820,"Nadie sería herido por una recuperación, lo único que duele es la manipulación mentirosa y vil de la información que se sirve completamente descontextualizada y carente de un análisis real para que la masa odiada permanezca en la inopia convencida de buena gestión (inexistente)"
s_2821,"Y 48.000.000 preocupados, muy preocupados. Somos el país más largo de Europa. Y la ampliación de la brecha. Yolanda explica. ¿Cuántos mensajes no han sido recuperados por el crecimiento de más espacio de lo pronóstico? ¿Cómo va el paro juvenil? ¿Tenemos TERMINADO Y GÉNERO?"
s_2822,"Esa cifra será cierta, pero habrá mil peros. Luego están las cifras que no dicen. De acuerdo con éstas, EL VOLUM PARA PAGAR POR UN PAGO + EARTE ES MENOS QUE CUANDO VENEN? Eso es lo que significa? Porque si es así, que lo digan."
s_2823,"Esto no lo menciona la ministra, será porque también es una tonta: España sigue siendo líder en el desempleo juvenil en la Unión Europea con 39,9% menos de 25 años desempleados - URL"
s_2824,"P bien! ORGULLO del mejor ministro que recuerdo y Galega como yo.Un ORGULLO repito. SIN el impulso de molestar, Ministro, soy enfermera en el SERGAS y no necesito hablar con usted sobre las políticas sociales/sanitarias del señor Feijoo, para ser educado."
s_2825,Estamos en el límite del colapso... ¿Quién se preocupa por nosotros??? SOS Mistra por favor... Podría decirte.... Y no darías crédito.. O.. Saludos y gracias!!! Anímate y todo!!! De acuerdo y mucho... Para mí el próximo presidente del gobierno... Q no puede contigo
s_2826,Al menos aceptas que hay inflación.
s_2827,Disminuir el público y usted verá los resultados!! Sois mentirosos la realidad es que cada vez menos empleo privado que es el que levanta la economía. Lo que los comunistas repugnantes toda propaganda y mentiras para los votantes analfabetos
s_2828,"Exactamente, justo en esos puestos públicos es donde quiero cortar porque los aproximadamente 3 millones de puestos públicos son bomberos, policías e inodoros."
s_2829,"Yolanda, desde que has visto algo mejor, has derretido tus neuronas. Dejaría de hacer el ridículo de nosotros mismos y hablaría con ciudadanos comunes y corrientes como adultos, no como personas con discapacidad mental."
s_2830,"El hombre Hahahaja el Erte fue creado con la reforma laboral que usted quiere revocar. Si usted está igualmente informado sobre todo, entiendo lo que usted defiende"
s_2831,"Es bueno que esté sola, todo por la Matria."
s_2832,Porque usted tiene en su gobierno empleados públicos en el sector ferroviario que precisamente al pasar al grupo @user han reducido sus horas de trabajo hasta el punto de no cobrar el IMV.
s_2833,"Por el momento tengo suficiente de los 1200 concejales del gobierno, toda la gente de la SEPE, la mitad de la administración municipal."
s_2834,URL ocupado menos en la construcción ... eres tonto
s_2835,"Que me jodan, tengo que vivir en otro país, la cocina económica mantiene a la gente fuera a diario, cada vez que me encuentro con más gente que no llega a finales de mes o no puede con recibos e impuestos."
s_2836,"Lis que pagamos los impuestos que nos corresponden, LOS SALARIOS"
s_2837,"De las obligaciones fiscales que todos debemos cumplir y que hay muchos ""no oficiales"" que no lo hacen a diferencia de los funcionarios que tienen nuestras nóminas totalmente auditadas."
s_2838,"Si usted pierde el 31% de su salario como yo, las retenciones de los asalariados serían más bajas y los ingresos públicos para poder hacer inversiones x por ejemplo en salud y educación pública superior."
s_2839,"Como muchos otros trabajadores contribuyo demasiado de mi salario. Nadie ha criticado el gasto de los sectores más fundamentales, simplemente añades mierda por falta de argumentos y alguna conexión neurológica de tu miserable cerebro. Tiene guasa el libro, bravo"
s_2840,"Rajoi era un corrupto como la mitad de su partido que tiene las pelotas para defenderlo cuando no sabía hablar. Por otro lado, es una coincidencia que la reforma laboral sea tan grande y que te guste tanto que no haya funcionado hasta que haya llegado un gobierno social democrático."
s_2841,"Dios mío, qué escoria humana."
s_2842,"Con un gobierno de derecha, las redes transeuropeas no habrían existido y posiblemente habríamos tenido dos millones de desempleados más tranquilos. Las empresas no podrían haber apoyado el pago de sus trabajadores sin ingresos."
s_2843,"Bueno, curiosamente, si, a los 24 años y hasta los 26, sigue abierto y mi hermano lo toma 15 años después, y tenemos que aplicarlo a las otras categorías."
s_2844,Supongo que sabes qué reformas quieren hacer para estar tan seguros de que va a ser bueno.
s_2845,¿Es lo más inteligente que puedes decir y sentir hasta que te das cuenta de que no?
s_2846,"Digo lo que veo y si él dice que hay menos posición, porque quieren revocar la reforma laboral se contradicen a sí mismos me levanto todos los días para trabajar y ganar mi salario lo que quiero es que gobiernen bien."
s_2847,"¿En el programa del gobierno? ¿En el mismo donde no pone nada del peaje de las autopistas? No voto, me avergüenzo de estos políticos, valoro mi voto y a quien se lo doy. Lo que pasa es que si voto a la izquierda me sale más caro y los servicios públicos no mejoran..."
s_2848,"Los ERTES son un retorno de más de los ERES. Rajoy en 2012 todo lo que hizo fue acelerar su gestión, pero ya existían. Menos ""hahaha"" y más información, sí."
s_2849,"Menos obstaculización para el empleador al indicar que los salarios se elevan y más aumento de los salarios de los trabajadores de la salud pública, que son mileuristas y que está en sus manos. Predicar con el ejemplo."
s_2850,"Los servicios públicos no mejoran, ¿verdad? Por supuesto, por eso despiden los retretes, cierran los centros sanitarios y ambulatorios y reducen el desempleo en toda España excepto en las comunidades donde gobiernan. ¿No quieres ""libertad""? ¡Anímate! ;)"
s_2851,"Te calmas, una mentira muchas veces repetida, parece verdad a lis tontis."
s_2852,"Por otro lado, deberías mejorar significativamente tu comprensión de la lectura, nutrición."
s_2853,"Cuando algo funciona como la ley laboral actual mejor no tocarlos, porque cuando tocas algo normalmente el resultado es nefasto o nulo! Así que gracias a la reforma laboral de la derecha ha recuperado el empleo, que por cierto ya existía prepandemia"
s_2854,Creo que se confunde la libertad del precio de la tierra con la limitación de altura dependiendo de la zona y el conflicto ambiental.
s_2855,"Espera que ahora es cuando me explicas cómo hacer que dices que tenemos estos resultados del Ministerio de Salud. Y también dime cuántos hospitales se hacen en la CA socialista (y abrir, como Toledo...) URL"
s_2856,"Y repito, no me importan los colores fuera de los deportes, pero si te digo, no soy rico pero pago impuestos como si lo fuera."
s_2857,"Los puestos de trabajo son oficiales enchufados por usted para dar esta noticia. Usted es un manipulador y mentiroso, rico Santo Comunista"
s_2858,"Pero lo que dices es sectario ignorante, lo que vinculas en una noticia y es de 2010, ni BOE ni nada, qué invento acabas de inventar."
s_2859,"Eso es exactamente de lo que estoy hablando. Con M.Rajoy tb había esa reforma, xq no redujo el desempleo si era suficiente para aplicar las leyes actuales para bajar?"
s_2860,"Deja de mentir, todo es mentira, solo habla con idiotas..."
s_2861,"Esa noticia no es ni buena ni mala, es... ¡mentir! Como todo lo que el #CriminalGobiernoCorruptoyLiar de este #LeftWise"
s_2862,"Claro, no sé tú, pero si estuviera en bicicleta a partir de 2013, dejaría de pedalear URLs."
s_2863,"Y aumentando, ¿no?"
s_2864,Y con los recortes en la asistencia sanitaria presupuestados vamos a bajar de nuevo por contratos covid :)
s_2865,¿Pero es usted consciente de que este trabajo ha llegado como resultado del covid y que se espera despedir a casi el 40% de los contratados para contratos covid?
s_2866,"A cambio de lo mismo que ahora, aplicando la misma reforma. Usted dijo: ¿por qué si la aplicación de la reforma reduce el desempleo, con Rajoy no bajó? Le dije que con Rajoy yo iba cada año. A cambio de eso? De acuerdo con Yoli una recuperación más justa. Allí ya, hablar con ella"
s_2867,"¿""De acuerdo al Yoli de una recuperación más justa"" necesitas inventar para discutir? Ya te he puesto a cambio de q, otra cosa es que no te gusta la realidad..."
s_2868,"Sí, no era para ti, probablemente habría más... pero bueno para otro día."
s_2869,"Yo no invento nada, ella lo dice URL"
s_2870,"x un lado es una recuperación debido al ""fin"" de la crisis de Covid, no hay ninguna medida que se ha adoptado. x otro se olvida de comentar sobre la calidad de estos empleos: temporalidad, sector, salarios. En este punto me sorprende que hay personas que compran estos discursos de mentiras."
s_2871,"Los mismos desempleados que hay ahora, sin camuflaje Lo importante no es q en una pandemia aumentar el desempleo y romper las empresas, lo importante es cómo te recuperas DESPUÉS. Mira USA x ejemplo Con menos impuestos y más libertad la recuperación es inmediata, en España vamos a ir a peor"
s_2872,"Yoli, estás contando a las personas que han vuelto al trabajo después de la pandemia... ¿cuánto desempleo se ha recuperado de los que tenían antes de la COVID? Te comportas como. un mentiroso que trabajas como Iglesias que te tiene como un icono que es el que dicta."
s_2873,"Querida señora Ministra, aparentemente los números no son lo suyo, aunque no sé si alguno de los temas son... el gobierno lo siente, vender humo en estas circunstancias de crisis es algo malo, no hacer nada para mejorar la situación raíz..."
s_2874,"Usted no es consciente de lo que ha escrito ... ""la reforma laboral tan grande y lo mucho que le gusta no ha funcionado hasta que un gobierno socialdemócrata ha llegado"" Bueno, si está funcionandoXq usted quiere derogarlo?Usted defiende y ataca la reforma en el mismo tweet."
s_2875,"No es nuevo que: todo el mundo ya dijo Aznar y Rajoy cuando estaban amamantando para reducir el desempleo basado en la floración de TET como hongos en toda España, bajar los despidos, promover contratos de risa y fomentar hipotecas a 110%. Pero luego el césped, chitón."
s_2876,"Porque es fácil llegar a la conclusión de las graves brechas que tiene: empezando porque no ha sido capaz de crear empleo de calidad. Y ahora que el empleo aumenta, es hora de eliminar cosas como convertir a los jóvenes en carne de cañón, no desplazar a &gt;55 y escalar SMI."
s_2877,"Aprende las reglas básicas de las matemáticas antes de empezar a distribuir vainas, mononeuronal. Eugene miente a tu cara mezclando datos y lamiendo sus huevos."
s_2878,"Inflarnos de que nos gobiernan inútiles, podríamos poner un mono que no creo que lo empeoraría y arreglaría que al menos nos reímos"
s_2879,Así que Yolanda Díaz tuvo que venir nueve años más tarde para enseñar al PP cómo dirigir su propia reforma laboral...
s_2880,¿De quién sale el salario de los impuestos que se recaudan de las empresas y los trabajadores de ellos. Si no hubiera empresas que pagarían a los funcionarios? ¿Abrimos y melón del ritmo de trabajo y productividad en una empresa frente a la administración pública?
s_2881,"Yolanda baja al barro constantemente, pero siempre sale divina..."
s_2882,"Para que mejores o añadas nuevos elementos que resuelvan esos huecos de los que hablas... ¡Y si es tan malo, coño!! No amamantes los buenos resultados que q está dando actualmente su aplicación."
s_2883,"¿Lo destruye? Bueno, eso le pide a la gente más médicos, enfermeras, profesores, etc... ¡Argumentar bienestar social! Te recuerdo que son funcionarios públicos."
s_2884,"Esta visión de que como ministro de trabajo deja mucho que desear, palmearse con satisfacción con estos datos es tan poco para vivir en la nube de ZP. O está engañando al personal, la realidad está en la calle. Poco trabajo y dificultades para los empleados y empleadores."
s_2885,Justicia social
s_2886,Gracias a su gestión la gente está obligada a volver a la empresa y no parados. Les recuerdo que somos así para el covid. Así que dejen de mentir. Gracias a su gestión estamos en cifras aceptables de desempleo a pesar de la pandemia. Y mejorará.
s_2887,"Con respecto al precio de la luz, los propios peces gordos eléctricos han dicho que esto no puede ser detenido por el gobierno, pero al menos ha habido redes de ganancias y dar ayudas para aliviar el aumento, recordar subidas con el PP y lo que hizo? NADA. Salir del limbo."
s_2888,"¡Espero que haya más funcionarios para los servicios públicos! Necesitamos más atención médica, más maestros. No entiendo por qué se inflan los números cuando son exactamente como tú y gastan lo mismo."
s_2889,"Te molesta tanto que alguien como ella ha conseguido más cosas que muchos, ""puedo prometer y prometer"" y luego nada... en los consejos de administración cobrando una pasta??. O es sólo porque ella es una mujer?."
s_2890,"Gracias a la reforma laboral del PP, lo bueno es que lo reconozcas, estimado Yolandita entonces para que quieras revocarlo, tal vez porque como buen comunista, quieres lo contrario es decir que quieres ruina y hambre, para someter al pueblo a tus dictados..?"
s_2891,"Sí, puedes dejar la demagogia para otro momento."
s_2892,Cualquier mentira que quieras oír es lo suficientemente buena para que te quedes en tu burbuja. Entonces la vida te abofetea y ni siquiera sabes de dónde vino la mierda. Es suficiente para explicarte lo que significa una ARTE y para que la deuda pública sea el 120% del PIB.
s_2893,"Buenas noticias dice, con casi 15% de desempleo de acuerdo con la EPA y los bienes de primera necesidad por las nubes .....desafortunadamente sólo los ricos iban a pagar, Ministro"
s_2894,"Al menos te he animado a leer, que para un adicto al porno ya es mucho. En cualquier hoja de hierba o pedazo de tierra en cualquier zanja hay más dignidad que en una mierda fascista como tú. ¡Ah, tan tonto! Incluso si me bloqueas puedo leerte."
s_2895,"Él sólo te ha respondido, nos llamas analfabetos.A las grandes empresas les importas una mierda y no miran cómo han cerrado sin pensar en nadie cuando han elegido y para aumentar sus ganancias.Ellos les han dejado hacer todo, es hora de ponerles un freno."
s_2896,"Si los funcionarios han aumentado, han dado ERTES a todos, y son trabajos de verano... pero para crear negocios reales y empleos cero."
s_2897,"La compañía que quiere irse se va, quienquiera que esté en el poder mientras no se les ponga algún freno, y es hora de que lo citen como dice la Constitución."
s_2898,Por cierto... los funcionarios también pagan impuestos.
s_2899,"La única verdad que has dicho es que de empleo público, miraría a ser un mentiroso patológico."
s_2900,"Son ABC, la razón o bien. Diariamente son confiables? O 13 TV, telecirculo, mierda. Estos demagogos saben mucho tiempo."
s_2901,"Las RTE existen porque aparecieron en la reforma laboral de Rajoy, aparte del hecho de que las RTE no crean puestos de trabajo que sólo tratan de salvar y veremos en esta salida de la pandemia si realmente muchas empresas pueden salvarse de la bancarrota.El aumento del SMI ni crea empleo ni lo salva."
s_2902,"Siempre es una buena noticia el aumento de los contratos de trabajo, pero digamos que todo, los contratos basura están allí, son un porcentaje importante, más que el existente en 2008 y por lo tanto los tipos de contrato, salarios y estabilidad son peores, más inseguros e irregulares. #precariety"
s_2903,¿Sabes que si entran en tu casa es irrumpir y entrar y se los llevan sin hacer nada? Te veo muy mal informado. Dejas ir las mismas mentiras que tus amos. Mejor ser izquierdista que no ser trabajador y derechista. No lo dudes. No veo Madrid con tantos centros de salud cerrados feliz
s_2904,"Son necesarios, pero una rémora para la economía productiva, lo que es crítico es lo que supone el empleo creado y que el empleo no es productivo, que es un caldero de votos, te pones como te pones"
s_2905,"Claro, claro, claro."
s_2906,"No se trata de personalismo, sino de hacer políticas que mejoren la vida de los ciudadanos, y eso se hace en EQUIPO."
s_2907,"Malamente educado y sin vergüenza alguno, esperar sentado y si algún día obtienes algún beneficio, devuélvelo. Personas duras y sin argumentos siempre responden como tú...Sí sé que puedes y soportas... URL"
s_2908,¿Dije que puedes comer con 400 euros? Lo que te digo es que si hubiera empleo no habría necesidad de este tipo de ayuda... Aquellos que no ven más allá de tu ideal político no pueden llegar a razonamientos lógicos. ¡Siempre tienes el mismo discurso para todo!
s_2909,Gracias a la reforma laboral del PP ya que usted dice todo solo también
s_2910,Va a buscar paraísos fiscales de chorizos y assecinos de españoles.
s_2911,"Como veo, estás un poco perdido. Te dejo algunos datos, más de 707 mil empleados privados por menos de 150 mil URLs públicas."
s_2912,"¿Y usted lo dice lo que usted libera los mismos mantras y mentiras como la derecha y la extrema derecha? Gracias al PP y el PSOE son los contratos basura, despido libre, ley mordaza, ETT que no han hecho ningún bien a la clase obrera. Es tanto su fanatismo que usted no ve más"
s_2913,"También se concedió ayuda a las PYME, y lo que pasa es que muchos ya han sido tocados desde la crisis de 2008 en la que el gobierno no ayudó a nadie, sobrevivimos como pudimos, y a pesar de la ayuda, muchos no han sobrevivido porque ya estaban en una mala situación antes."
s_2914,"Quiero pruebas para decir cosas y correr matones es muy fácil, cuando dices una barbarie por lo que tienes que probarlo"
s_2915,"Típico argumento facha, risa ""emoticonera"". Ignorancia"
s_2916,En caso de que pueda leer URL
s_2917,"Conozco a personas que son dadas de alta 2 horas a la semana o 10 horas a la semana o contratadas un día y, por lo tanto, menores cifras de desempleo."
s_2918,"Lo siento, quieres decir que se trataba de esa maldita reforma laboral."
s_2919,"Es que Yolanda Díaz es de ""cartas"", (y no de banca precisamente) ..., luego las figuras la ""teman"". Otro problema es que mientras se preocupa por ""mantener la pose"", frente a los medios de comunicación, se pierde entre sus notas."
s_2920,"Crear contratos basura con inseguridad para el trabajador y mil ganancias para la empresa es bueno para el trabajador??. El PP con su reforma vendía humo con muchos contratos de mierda y mal pagados, bajaba el desempleo pero a qué precio?, nosotros más pobres y ellos más ricos."
s_2921,"Ya no puedes engañar a nadie más Señor! Para la autocomplacencia, Auto Bombo y el narcisismo ya tenemos el mentiroso y el fraude de @user! URL"
s_2922,Veo tu visión de lo que es producir y generar riqueza.
s_2923,"La tasa de empleo temporal y precario nunca ha sido tan alta como ahora, sólo espera a las próximas elecciones y verás"
s_2924,Es por eso que la maldita reforma laboral del PP tiene que ser derogada ahora.
s_2925,"Bueno, a juzgar por lo que has escrito, parece que también lo estás defendiendo, pero dependiendo de quién lo gobierne, con Yolanda Díaz en el frente, dijiste que funciona, me alegro de que sea gracias a ella, el caso es que funciona."
s_2926,"Léalos usted mismo, acostúmbrese a no ser todo masticado, y por cierto, si no le gusta la reforma de ppra, no vote por ellos."
s_2927,"Evidentemente tienen miedo, van a ganar menos, pobrecita, van a darme penita, van a tener que empezar a pagar impuestos como el resto de los españoles."
s_2928,"Lo que tienes que leer, honestamente no me molesto en responderte, sigue creyendo que el lobo no se lo ha comido."
s_2929,"Derecha y extrema derecha y luego se llama el PSOE. Usted tiene el discurso tan hecho que el diálogo no tiene lugar con usted, pero es curioso porque se llama a sí mismo un antifascista ..."
s_2930,"Eso depende de quién lo diga, cuando lo hacen casado y liberan sus mentiras todos aplauden como ovejas, aquí tienes datos que no sirven URL"
s_2931,"En España existe un claro déficit de funcionarios en relación con las recomendaciones de la UE, que suele complementarse con internidades. Tener el número adecuado de funcionarios garantiza que los servicios son adecuados y el funcionamiento óptimo."
s_2932,"Una justicia social muy necesaria, pero aplicada excesivamente sólo para unos y muy injusta para otros."
s_2933,"En serio los fachapobres exigiendo coherencia de la gente, tienes un lavado de cerebro de traca y eres de iluminados, sirvientes del amo y chivatos que eres, y por encima de mentirosos negando las corrupciones de tu rey y partido, continúan con las horas extras chupándoselo a tus amos."
s_2934,"¡No y eso en 1917! Qué argumento, seguramente las matemáticas no son lo tuyo..."
s_2935,"Por favor, mire los empleos públicos que se han creado desde 2018 y luego dígame qué falsedad estoy diciendo. Tampoco estoy mintiendo cuando digo que hay un 14% de desempleo. Es más, me quedo corto. Y no están contando el ARTE y los autónomos sin actividad."
s_2936,"El problema no son los funcionarios públicos, sino el funcionamiento de un sistema, que dista mucho de ser óptimo, que emplea demasiados trabajadores en ocupaciones que deberían ser para los funcionarios públicos, aumentando los costos y permitiendo que los amigos sean descifrados."
s_2937,"El PSOE es de centro-derecha. No es un obrero, mucho menos un izquierdista. Usted y el suyo son los menos aptos para hablar de discursos aprendidos. ¿Diálogo con los trabajadores de derecha? Pero usted defiende a los corruptos y fascistas. Diálogo que no tiene, como argumentos."
s_2938,"Esta es la realidad, el empleo público y el ERTE."
s_2939,Conozco a los trabajadores hachados y hago lo que debería hacer más gente. Un claro ejemplo son las aulas superpobladas en las escuelas públicas o los grupos policiales de bajo nivel en el Campo de Gibraltar o la Costa del Sol. Pero los funcionarios son muy malos.
s_2940,"Así que eso no es crear puestos de trabajo está aumentando la ya sobredimensionada administración pública, y eso es enmascarar la realidad."
s_2941,"Recuerdas a Carmena, con una deuda de 7500 millones de Madrid, y la dejo en 1500, ahora con estos volverán a subir y si no, privatizarán lo que les gusta."
s_2942,"Usted realmente tiene una compresión de lectura muy justa, porque literalmente el objetivo del mensaje es expresar wur obviamente que no es el factor que ha reducido el desempleo, porque no tendría sentido que sucedió después de nueve años y con otro gobierno."
s_2943,Veo que puede aplicar lo mismo que le dije ayer al ministro.
s_2944,"Nadie quita el valor del todo, pero hay que reconocer que hay políticos que representan a los trabajadores más y a otros menos."
s_2945,"Y Pablito e Irene, compraron el chalet y decidieron cobrar mucho + d 3 SMI,xq son algunos enfermos que decidieron sacrificarse y vivir como la Casta, son algunos mártires, pobres personas lo que han tenido que hacer. Justificas TODO, el R.Labo trabaja x Yolanda pero es malo xq es del PP."
s_2946,"Paguita dice... 35 años citados que he estado, tonto.."
s_2947,"Pero eres un sinvergüenza, y ni siquiera te pones tan rojo con ese tipo de mierda."
s_2948,"Seguimos engañando a la gente, ese hecho no indica nada en absoluto."
s_2949,Dejemos que las RTE terminen y añadamos esos números a los números de los desempleados...
s_2950,¿Cómo. Diez veces más alto si usted ha caído alrededor de 30.000 empresas y hay alrededor de 50.000 funcionarios más impuestos suben como espuma y media españa en el desempleo ¿de dónde consigue esa cifra??
s_2951,"""Tú"", ""tú y los tuyos"" ... ¿nos conocemos de algo que tú y yo debemos saber lo que pienso? Es estar en desacuerdo con su forma de pensar y ser encajonados en su ideología opuesta .... Leer y pensar antes de escribir"
s_2952,Al menos no me engañan ese grupo de mangas y farsantes.
s_2953,¿Por qué te molesta que haya datos positivos???? ¿Tanto quieres que España vaya mal?
s_2954,"Y si se crean 500.000 empleos públicos, seguirán mejorando el número."
s_2955,"Esto no es lo que dice el INE. Con 1,4 millones de habitantes más que en 2008, el 3T de 2021 está menos ocupado: 20,031M en comparación con 20,556M del 3T de 2008 La crisis ya ha comenzado, con una tasa de desempleo de 11,23% subiendo de 8,57% del 4T de 2007 Hoy 14,5 % Antes de la pandemia 13,78% URL"
s_2956,"Bueno... es cierto que contribuyen, y que también gastan.Cuando compran pan el panadero vende y por lo tanto gana, etc. Pero es cierto que si el aumento en el empleo se basa en un aumento en el empleo público es pan para hoy y hambre (muchos) para mañana, y se ve en esta inflación."
s_2957,"En su opinión. No sólo el Ministerio de Trabajo representa a los trabajadores. Si el Ministerio de Economía, por ejemplo, no regula la economía para crecer, el desempleo aumenta. Si este mismo Ministerio no desarrolla un modelo keynesiano (no comunista) hay desigualdad."
s_2958,"Esas pequeñas batalitas de las cuales la más grande (la izquierda) es un poco infantil. Todo el gobierno trabaja como un equipo para mejorar la vida de los trabajadores. El trabajo de uno es más agradable y llamativo, el de otros más enterrados y menos agradecidos, pero igualmente importante."
s_2959,"Maravillosas figuras inventadas, señora."
s_2960,"Lee, por el amor de Dios, es gratis. Captura las noticias del mundo. Fuente: INE/EPA. Menos escucha al imbécil Eugene y más ve a las malditas fuentes. URL"
s_2961,¡Eso es una mentira y lo sabes!!!! ¡Qué mala gente eres! Tú y la pequeña... URL
s_2962,Pura propaganda política... No más comentarios... URL
s_2963,"Es inútil, no quieren ver o no les importa la URL."
s_2964,"Usted es una broma constante y la gente cree las tonterías que dice. ¿Por qué no dice cuántos nuevos empleados públicos hay? ¿Cuántas personas menos trabajadores por cuenta propia? El desempleo está cayendo por pura inercia después de la parada por el covid, pero el mercado de trabajo se hace mucho."
